TIP_ECOV,TIP_VEG,OTROS,DESCRIPCIO,HEMEROBIA
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL DESÉRTICO ROSETÓFILO,9
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL ESPINOSO TAMAULIPECO,9
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL ROSETÓFILO COSTERO,9
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL SARCO-CRASICAULE,9
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL SARCO-CRASICAULE DE NEBLI,9
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE PALMAR NATURAL,9
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE PASTIZAL NATURAL,9
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA ALTA PERENNIFOLIA,9
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA ALTA SUBPERENNIFOLIA,9
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA BAJA CADUCIFOLIA,9
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA BAJA ESPINOSA CADUCIFOLIA,9
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA BAJA ESPINOSA SUBPERENNIFOLI,9
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA MEDIANA CADUCIFOLIA,9
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA MEDIANA SUBCADUCIFOLIA,9
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA MEDIANA SUBPERENNIFOLIA,9
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE VEGETACIÓN DE DUNAS COSTERAS,9
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE VEGETACIÓN HALÓFILA XERÓFILA,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,ACUÍCOLA,NA
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE HUMEDAD ANUAL,13
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE HUMEDAD ANUAL Y PERMANENTE,13
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE HUMEDAD ANUAL Y SEMIPERMANENTE,13
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE HUMEDAD PERMANENTE,13
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE HUMEDAD SEMIPERMANENTE,13
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE HUMEDAD SEMIPERMANENTE Y PERMANENTE,13
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE RIEGO ANUAL,12
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE RIEGO ANUAL Y PERMANENTE,12
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE RIEGO ANUAL Y SEMIPERMANENTE,12
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE RIEGO PERMANENTE,12
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE RIEGO SEMIPERMANENTE,12
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE RIEGO SEMIPERMANENTE Y PERMANENTE,12
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE TEMPORAL ANUAL,11
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,11
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE TEMPORAL ANUAL Y SEMIPERMANENTE,11
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE TEMPORAL PERMANENTE,11
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE TEMPORAL SEMIPERMANENTE,11
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,AGRICULTURA DE TEMPORAL SEMIPERMANENTE Y PERMANENTE,11
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,ASENTAMIENTOS HUMANOS,15
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,BOSQUE CULTIVADO,6
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,BOSQUE DE AYARÍN,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,BOSQUE DE CEDRO,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,BOSQUE DE ENCINO,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,BOSQUE DE ENCINO-PINO,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,BOSQUE DE GALERÍA,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,BOSQUE DE MEZQUITE,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,BOSQUE DE OYAMEL,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,BOSQUE DE PINO,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,BOSQUE DE PINO-ENCINO,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,BOSQUE DE TÁSCATE,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,BOSQUE INDUCIDO,6
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,BOSQUE MESÓFILO DE MONTAÑA,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,CHAPARRAL,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,CUERPO DE AGUA,NA
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,DESPROVISTO DE VEGETACIÓN,14
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,MANGLAR,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,MATORRAL CRASICAULE,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,MATORRAL DESÉRTICO MICRÓFILO,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,MATORRAL DESÉRTICO ROSETÓFILO,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,MATORRAL ESPINOSO TAMAULIPECO,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,MATORRAL ROSETÓFILO COSTERO,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,MATORRAL SARCO-CRASICAULE,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,MATORRAL SARCO-CRASICAULE DE NEBLINA,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,MATORRAL SARCOCAULE,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,MATORRAL SUBMONTANO,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,MATORRAL SUBTROPICAL,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,MEZQUITAL TROPICAL,1
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,MEZQUITAL XERÓFILO,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,PALMAR INDUCIDO,10
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,PALMAR NATURAL,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,PASTIZAL CULTIVADO,10
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,PASTIZAL GIPSÓFILO,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,PASTIZAL HALÓFILO,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,PASTIZAL INDUCIDO,10
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,PASTIZAL NATURAL,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,POPAL,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,PRADERA DE ALTA MONTAÑA,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,SABANA,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,SABANOIDE,8
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,SELVA ALTA PERENNIFOLIA,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,SELVA ALTA SUBPERENNIFOLIA,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,SELVA BAJA CADUCIFOLIA,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,SELVA BAJA ESPINOSA CADUCIFOLIA,1
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,SELVA BAJA ESPINOSA SUBPERENNIFOLIA,1
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,SELVA BAJA PERENNIFOLIA,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,SELVA BAJA SUBCADUCIFOLIA,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,SELVA BAJA SUBPERENNIFOLIA,0
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,SELVA DE GALERÍA,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,SELVA MEDIANA CADUCIFOLIA,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,SELVA MEDIANA SUBCADUCIFOLIA,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,SELVA MEDIANA SUBPERENNIFOLIA,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,SIN VEGETACIÓN APARENTE,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,TULAR,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACION SECUNDARIA ARBUSTIVA DE BOSQUE DE OYAMEL,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN DE DESIERTOS ARENOSOS,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN DE DUNAS COSTERAS,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN DE GALERÍA,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN DE PETÉN,3
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN GIPSÓFILA,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN HALÓFILA HIDRÓFILA,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN HALÓFILA XERÓFILA,4
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE AYARÍN,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE CEDRO,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE ENCINO,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE ENCINO-PINO,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE GALERÍA,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE MEZQUITE,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE PINO,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE PINO-ENCINO,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE TÁSCATE,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE MESÓFILO DE MONTAÑA,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE CHAPARRAL,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MANGLAR,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL CRASICAULE,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL DESÉRTICO MICRÓFILO,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL DESÉRTICO ROSETÓFILO,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL ESPINOSO TAMAULIPECO,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL ROSETÓFILO COSTERO,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL SARCO-CRASICAULE,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL SARCO-CRASICAULE DE NEBLI,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL SARCOCAULE,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL SUBMONTANO,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL SUBTROPICAL,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MEZQUITAL TROPICAL,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MEZQUITAL XERÓFILO,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE PALMAR NATURAL,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE PASTIZAL GIPSÓFILO,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE PASTIZAL HALÓFILO,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE PASTIZAL NATURAL,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA ALTA PERENNIFOLIA,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA ALTA SUBPERENNIFOLIA,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA CADUCIFOLIA,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA ESPINOSA CADUCIFOLIA,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA ESPINOSA SUBPERENNIFOLI,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA PERENNIFOLIA,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA SUBCADUCIFOLIA,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA SUBPERENNIFOLIA,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA DE GALERÍA,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA MEDIANA CADUCIFOLIA,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA MEDIANA PERENNIFOLIA,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA MEDIANA SUBCADUCIFOLIA,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA MEDIANA SUBPERENNIFOLIA,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE VEGETACIÓN DE DESIERTOS ARENOSOS,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE VEGETACIÓN DE DUNAS COSTERAS,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE VEGETACIÓN DE GALERÍA,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE VEGETACIÓN HALÓFILA HIDRÓFILA,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE VEGETACIÓN HALÓFILA XERÓFILA,7
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE AYARÍN,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE CEDRO,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE ENCINO,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE ENCINO-PINO,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE GALERÍA,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE MEZQUITE,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE OYAMEL,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE PINO,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE PINO-ENCINO,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE TÁSCATE,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE MESÓFILO DE MONTAÑA,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE MANGLAR,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE MEZQUITAL TROPICAL,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE PALMAR NATURAL,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA ALTA PERENNIFOLIA,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA ALTA SUBPERENNIFOLIA,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA BAJA CADUCIFOLIA,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA BAJA ESPINOSA CADUCIFOLIA,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA BAJA ESPINOSA SUBPERENNIFOLIA,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA BAJA PERENNIFOLIA,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA BAJA SUBCADUCIFOLIA,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA BAJA SUBPERENNIFOLIA,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA DE GALERÍA,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA MEDIANA CADUCIFOLIA,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA MEDIANA SUBCADUCIFOLIA,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA MEDIANA SUBPERENNIFOLIA,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE VEGETACIÓN DE PETÉN,5
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE BOSQUE DE ENCINO,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE BOSQUE DE ENCINO-PINO,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE BOSQUE DE OYAMEL,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE BOSQUE DE PINO,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE BOSQUE DE PINO-ENCINO,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE BOSQUE DE TÁSCATE,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE BOSQUE MESÓFILO DE MONTAÑA,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MANGLAR,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL CRASICAULE,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL DE CONIFERAS,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL DESÉRTICO MICRÓFILO,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL DESÉRTICO ROSETÓFILO,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL ESPINOSO TAMAULIPECO,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL ROSETÓFILO COSTERO,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL SARCO-CRASICAULE,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL SARCO-CRASICAULE DE NEBLI,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE PALMAR NATURAL,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE PASTIZAL NATURAL,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA ALTA PERENNIFOLIA,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA ALTA SUBPERENNIFOLIA,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA BAJA CADUCIFOLIA,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA BAJA ESPINOSA CADUCIFOLIA,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA BAJA ESPINOSA SUBPERENNIFOLI,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA MEDIANA CADUCIFOLIA,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA MEDIANA SUBCADUCIFOLIA,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA MEDIANA SUBPERENNIFOLIA,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE VEGETACIÓN DE DUNAS COSTERAS,9
SELVA ESPINOSA,Selva Baja Subperennifolia,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE VEGETACIÓN HALÓFILA XERÓFILA,9
SELVA ESPINOSA,Selva Baja Espinosa,No aplicable,ACUÍCOLA,NA
